MetaFemina new-study exclusion ledger
=======================================
PMID | Published date | Screen | Code | Exposure | Cancer | Reason
42353259 | 2026-06-19 | second | S2-REVIEW | Vitamin D | Breast cancer | This is a narrative review of vitamin D in BRCA1 pathogenic-variant carriers rather than an original human study.
42353259 | 2026-06-19 | first | S1-NOT-DIRECT | Vitamin D | Ovarian cancer | Although vitamin D and cancer risk are discussed, ovarian cancer is not identified as a studied outcome.
42353329 | 2026-06-22 | first | S1-NOT-DIRECT | Lactobacillus | Uterine cancer | The article connects Lactobacillus-dominant microbiota with HPV persistence and cervical neoplasia, not uterine cancer.
42353602 | 2026-06-05 | first | S1-NOT-DIRECT | Creatine | Breast cancer | The creatine match is creatine kinase-MB used as a cardiac biomarker rather than nutritional creatine exposure related to breast cancer incidence.
42353607 | 2026-06-06 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc is used to complex curcumin for experimental treatment of established breast cancer cells, with no incidence or risk question.
42355470 | 2026-06-03 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is identified within a bark extract tested therapeutically against established breast cancer cells rather than as an incidence exposure.
42356502 | 2026-06-01 | first | S1-NOT-DIRECT | Lactobacillus | Breast cancer | Lactobacillus is a treatment-associated microbiota finding in tumor-bearing mice and is not studied as an exposure affecting breast cancer incidence.
42356531 | 2026-06-10 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose occurs only within poly(ADP-ribose) polymerase terminology in a computational breast cancer drug-development study.
42356551 | 2026-06-13 | second | S2-REVIEW | Pomegranate | Breast cancer | This is a review of phytochemicals and preclinical mechanisms rather than an original human study of pomegranate exposure and incident breast cancer.
42356551 | 2026-06-13 | second | S2-REVIEW | Quercetin | Breast cancer | This is a review of phytochemicals and preclinical mechanisms rather than an original human study of quercetin exposure and incident breast cancer.
42357307 | 2026-06-01 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is a component of nanoparticle drug carriers tested against established breast cancer cells, not a nutritional exposure studied for incidence.
42357486 | 2026-06-14 | first | S1-NOT-DIRECT | Zinc | Ovarian cancer | Zinc appears as part of the structural term zinc-finger protein, not as a nutritional zinc exposure associated with ovarian cancer risk.
42358531 | 2026 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only in the name of PARP and the study concerns treatment response in established experimental breast tumors.
42358794 | 2026-06-22 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium is a constituent of calcium fluoride nanoparticles developed for breast tumor imaging and drug delivery rather than an incidence exposure.
42358794 | 2026-06-22 | first | S1-NOT-DIRECT | Fluoride | Breast cancer | Fluoride is a constituent of imaging nanoparticles used in established breast cancer models and is not evaluated for cancer risk.
42358828 | 2026 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose is only embedded in PARP terminology, while breast cancer appears through the BRCA gene name rather than as the studied cancer.
42358828 | 2026 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | The article evaluates PARP inhibitor maintenance treatment and progression-free survival in existing ovarian cancer, not ribose exposure and incidence.
42359282 | 2026 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium is mentioned only as an activator of calpain proteases in a metastasis mechanism study, not as a nutritional risk exposure.
42359336 | 2026 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol history is analyzed solely as a prognostic factor among patients with existing breast cancer rather than for cancer incidence.
42359677 | 2026-06-26 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | The retracted study concerns nitric oxide signaling in honokiol-mediated inhibition of breast cancer cell migration, not incident breast cancer risk.
42360283 | 2026-07-15 | first | S1-NOT-DIRECT | Gelatin | Breast cancer | Gelatin is used as a hydrogel biomaterial for modeling established breast cancer and drug resistance, not as a nutritional exposure.
42360584 | 2026-06-26 | first | S1-NOT-DIRECT | Alcohol | Ovarian cancer | Alcohol refers to a chemical functional group used in compound synthesis, while ovarian cancer is mentioned only as a cell-line activity context.
42360658 | 2026-06-26 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium refers to calcium channel blocker drugs evaluated for pharmacokinetic interactions during breast cancer treatment, not nutritional calcium and breast cancer incidence.
42360712 | 2026-06-26 | first | S1-NOT-DIRECT | Chromium | Breast cancer | The review discusses chromium in general carcinogenic mechanisms but does not connect chromium exposure specifically to breast cancer incidence or risk.
42360712 | 2026-06-26 | first | S1-NOT-DIRECT | Selenium | Breast cancer | Selenium is discussed as part of prognostic panels in established breast cancer rather than as an exposure associated with breast cancer incidence.
42360787 | 2026-07-20 | first | S1-NOT-DIRECT | Gelatin | Ovarian cancer | Gelatin is used as a bioink scaffold for ovarian cancer cell models and is not studied as a nutritional exposure affecting ovarian cancer incidence.
42362076 | 2026-06-26 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors used to treat ovarian cancer, not as a nutritional exposure or incidence risk factor.
42362185 | 2026-06-26 | first | S1-NOT-DIRECT | Red meat | Breast cancer | Red meat intake is assessed among existing breast cancer survivors in a recurrence-prevention adherence study, with no incident breast cancer question.
42362262 | 2026-07-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors evaluated for treatment outcomes in advanced ovarian cancer.
42362642 | 2026-06-26 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name of PARP inhibitors in a study of BRCA variants, clinicopathological features, and prognosis among breast cancer patients.
42363471 | 2026-06-26 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol consumption is included only as a confounding variable, while the exposure of interest is the Dietary Inflammation Index.
42363575 | 2026-07-01 | first | S1-NOT-DIRECT | Pyruvate | Uterine cancer | The article studies pyruvate kinase signaling in cervical cancer cells rather than nutritional pyruvate exposure and incident uterine cancer.
42364001 | 2026-06-27 | first | S1-NOT-DIRECT | Glutamine | Ovarian cancer | Glutamine metabolism is discussed mechanistically in relation to macrophage polarization, ovarian cancer progression, and treatment rather than incidence risk.
42364582 | 2026-06-25 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is a structural component of a diagnostic biosensor rather than a nutritional exposure studied in relation to breast cancer incidence.
42365697 | 2026-06-18 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of PARP inhibitors in a treatment-resistance study of recurrent ovarian cancer.
42367125 | 2026-06-24 | first | S1-NOT-DIRECT | Iron | Breast cancer | The article examines iron-homeostasis genes and a prognostic model in established breast cancer rather than iron exposure and breast cancer incidence.
42368563 | 2026-06-01 | first | S1-NOT-DIRECT | Astragalus | Breast cancer | Astragalus-derived nanoparticles are evaluated as an adjunct to chemotherapy for established triple-negative breast cancer, not as an incidence exposure.
42368568 | 2026-06-01 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese is a component of an experimental sonosensitizer used to treat breast tumors and is not studied as an incidence risk factor.
42368712 | 2026-06-11 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | The nitric oxide derivative is part of an experimental photodynamic therapy tested in established breast cancer models, with no incidence question.
42369705 | 2026-05-20 | first | S1-NOT-DIRECT | Copper | Ovarian cancer | The study concerns cuproptosis-related genes and prognosis in existing ovarian cancer, not copper exposure and ovarian cancer incidence.
42370018 | 2026-06-01 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidant properties of nanoparticles are tested alongside cytotoxic treatment effects in breast cancer cells, with no incident-cancer question.
42370018 | 2026-06-01 | first | S1-NOT-DIRECT | Selenium | Breast cancer | Selenium nanoparticles are evaluated as an experimental therapy against breast cancer cells rather than as a selenium exposure associated with incidence.
42370136 | 2026 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | Nitric oxide synthase pathways are discussed as mechanisms and therapeutic targets in established breast cancer, without an incidence or risk question.
42370166 | 2026 | first | S1-NOT-DIRECT | Green tea | Breast cancer | This is a mechanistic therapeutic study of green tea polyphenol EGCG in established breast cancer cells, not breast cancer incidence or risk.
42370166 | 2026 | first | S1-NOT-DIRECT | Tea | Breast cancer | Tea is represented by EGCG only as an experimental treatment for established breast cancer cells, with no incidence or risk question.
42371356 | 2026-06-29 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is part of a radiotracer used to image hypoxia in an experimental breast cancer model, not a nutritional exposure evaluated for cancer risk.
42371677 | 2026-06-29 | first | S1-NOT-DIRECT | Iron | Breast cancer | The article examines disruption of intracellular iron homeostasis as a therapeutic ferroptosis mechanism in established breast cancer, not iron exposure and incidence.
42372628 | 2026-06-23 | first | S1-NOT-DIRECT | Pyruvate | Ovarian cancer | Pyruvate is a metabolic assay product in an experimental ovarian cancer therapy study rather than an exposure linked to ovarian cancer incidence.
42373216 | 2026-07-12 | first | S1-NOT-DIRECT | Berberine | Breast cancer | Berberine is tested as a therapeutic inducer of apoptosis in established triple-negative breast cancer cells, with no incidence or risk analysis.
42373230 | 2026 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine is experimentally manipulated to characterize metabolism in established breast cancer cells rather than breast cancer development or risk.
42373230 | 2026 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | Pyruvate is not the studied exposure and appears only within metabolic pathway descriptions in established breast cancer cells.
42373282 | 2026-07-01 | first | S1-NOT-DIRECT | Leucine | Uterine cancer | Leucine is only a lexical match within the protein name leucine-rich repeats and is not a nutritional exposure studied for uterine cancer risk.
42374476 | 2026-06-29 | first | S1-NOT-DIRECT | Alcohol | Ovarian cancer | Alcohol appears only through disulfiram's established use as an alcohol-aversion drug, while the study concerns treatment-resistant ovarian cancer.
42374973 | 2026-07-17 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper-oxytocin preparations are studied for effects on migration and invasion of established breast cancer cells, not breast cancer incidence.
