Unsaved PubMed candidates before relevance screening
====================================================
PMID | Published date | Candidate contexts | Title
42448757 | 2026-07-14 | Iron / Breast cancer / Incidence; N-acetylcysteine / Breast cancer / Incidence | Induction of paraptotic cell death in breast cancer cells by an iron chelator involved activation of UPR/MAPK pathway and inactivation of PI3K/AKT/mTOR.
42448843 | 2026-07-14 | Lactobacillus / Breast cancer / Incidence; Probiotics / Breast cancer / Incidence | "Cell-free extracts from probiotics modulate miR-21 and miR-155 and tumor suppressors PDCD4 and PTEN in breast cancer".
42449577 | 2026-06-23 | Melatonin / Breast cancer / Incidence | Antitumor Effects of Melatonin in Luminal and Triple-Negative Breast Cancer Cells: Metabolic Reprogramming, Redox Regulation, and Cellular Dynamics.
42449935 | 2026-06-23 | Copper / Breast cancer / Incidence | Biological Activity of Copper(II) and Palladium(II) Complexes with a Tetradentate S,O-Donor Ligand.
42450114 | 2026-06-28 | Ribose / Uterine cancer / Incidence | Differential Effects of Mesenchymal Stem Cell- and Natural Killer Cell-Derived Extracellular Vesicles on Cisplatin Responsiveness in Endometrial Cancer Cells.
42450344 | 2026-07-07 | Soy / Breast cancer / Incidence | Co-Exposure to Lunasin and Other Drugs as a Potential Chemopreventive Strategy Against Breast and Colon Cancers: A Review.
42450570 | 2026-06-26 | N-acetylcysteine / Breast cancer / Incidence | Effects of Rosmarinic Acid and Doxorubicin Combination in Breast Cancer Cells.
42451101 | 2026-06-26 | Alcohol / Breast cancer / Incidence | The Impact of Dietary Guidance During Cancer Treatment on Quality of Life.
42451156 | 2026-07-03 | Mediterranean diet / Breast cancer / Incidence; Mediterranean diet / Ovarian cancer / Incidence | DASH, Mediterranean, and Plant-Based Diets and Cancer Risk in Women: A Narrative Review Based on Diet Quality Indices.
42451670 | 2026-07-01 | Ribose / Breast cancer / Incidence | Overcoming Resistance in Triple-Negative Breast Cancer: A Translational Perspective on Next-Generation DNA Damage Response Inhibitors and Synthetic Lethality.
42453152 | 2026-07-28 | Iron / Breast cancer / Incidence | Selective magnetic particle imaging of CD44 expressing cells using iron oxide nanoprobes functionalized with chemically modified hyaluronan.
42453496 | 2026 | Thunder god vine / Ovarian cancer / Incidence | Triptolide inhibits ovarian cancer growth and metastasis via reprogramming of tumor-associated macrophages.
42453565 | 2026-07-01 | Alcohol / Breast cancer / Incidence | Using case description information to reduce sensitivity to bias for the attributable fraction among the exposed.
42453670 | 2026 | Caffeine / Breast cancer / Incidence; Tea / Breast cancer / Incidence | Functional instant tea from black tea waste fiber: effects of extraction conditions on bioactive composition and <i>in vitro</i> anticancer activity.
42453787 | 2026 | Ribose / Ovarian cancer / Incidence | Treatment Sequencing in Platinum-Resistant Epithelial Ovarian Cancer After MIRASOL, KEYNOTE-B96, and ROSELLA.
42456118 | 2026-07-15 | Vitamin C / Breast cancer / Incidence | Evaluation of vaginitis and its treatment.
42456201 | 2026-06-16 | Ribose / Breast cancer / Incidence; Ribose / Ovarian cancer / Incidence | Silencing thyroid hormone receptor interactor 13/kinetochore-associated 1 inhibits DNA damage repair and enhances Olaparib sensitivity in ovarian cancer.
42456829 | 2026-07-15 | Quercetin / Ovarian cancer / Incidence | Quercetin induces ferroptosis in ovarian cancer by suppressing the NRF2/HO‑1/GPX4 axis and increasing the efficacy of cisplatin.
42457092 | 2026-07-15 | Choline / Breast cancer / Incidence; Pyruvate / Breast cancer / Incidence | p53-associated metabolic checkpoint regulation in a tick embryo-derived cell line.
42457245 | 2026-07-15 | Carnitine / Breast cancer / Incidence; Glutamine / Breast cancer / Incidence | Serum <sup>1</sup>H NMR-Based Untargeted Metabolomics for Noninvasive Early Detection of Breast Cancer.
42458320 | 2026-07-15 | Ribose / Breast cancer / Incidence | Clinical prognostic value of homologous recombination repair axis markers and PARP1 expression in breast cancer: a systematic review, meta-analysis, and independent cohort validation.
42458383 | 2026-07-15 | Selenium / Breast cancer / Incidence | Umbelliprenin co-formulated with selenium nanoparticles downregulates MMP-2, MMP-9 and ICAM-1 expression in triple-negative breast cancer cells MDA-MB-231.
42458449 | 2026-07-15 | Iron / Breast cancer / Incidence | The role of ferroptosis in the pathogenesis and treatment of breast cancer.
42458643 | 2026-07-15 | Choline / Ovarian cancer / Incidence | Magnetic resonance biomarkers in detection and characterisation of ovarian cancer: is magnetic resonance spectroscopy ready for clinical use?
42459311 | 2026 | Ribose / Breast cancer / Incidence | Homologous recombination repair and breast cancer gene testing in prostate cancer: expert perspectives and practical guidance on best practice from sample acquisition to biomarker-informed clinical decision-making.
42459317 | 2026 | Iron / Breast cancer / Incidence | Ferroptosis in chemotherapy resistance and resensitization in breast cancer: a systematic review of preclinical evidence and translational implications.
42460203 | 2026-06-01 | Cartilage / Breast cancer / Incidence | Adinizer-Processed Microfragmented Adipose Tissue With Ligament-Targeted Prolotherapy for Acute-on-Chronic Kellgren-Lawrence Grade III Knee Osteoarthritis: A Case Report With 22-Month Follow-Up.
42462090 | 2026-07-16 | Iron / Ovarian cancer / Incidence | PACT Inhibits Malignant Biological Behavior of Ovarian Cancer Cells by Regulating TERT Expression.
42463647 | 2026-07-16 | Iron / Breast cancer / Incidence | SUV39H2-mediated NCOA4 methylation controls ferritinophagy and ferroptosis in triple-negative breast cancer.
42465023 | 2026 | Iron / Ovarian cancer / Incidence; Ribose / Ovarian cancer / Incidence | Advances in ferroptosis research in ovarian cancer: molecular mechanisms and therapeutic perspectives.
42465024 | 2026 | Ribose / Ovarian cancer / Incidence | PARP inhibitor maintenance in first-line ovarian cancer therapy: emerging standards and strategies to overcome resistance.
42465426 | 2026-07-07 | Zinc / Ovarian cancer / Incidence | Metallothionein loss in cancer cells contributes to increased mutations through defective DNA repair and metabolic imbalance.
42467326 | 2026-07-17 | Folic acid / Breast cancer / Incidence | Green synthesized cobalt doped graphene quantum dots derived from Boswellia serrata for dual ligand targeted bioimaging and delivery of exemestane.
42467394 | 2026-07-17 | Alcohol / Breast cancer / Incidence | Interpretable machine-learning survival prediction of breast cancer prognosis from lifestyle factors: evidence from UK biobank.
42467519 | 2026-07-17 | Glutamine / Breast cancer / Incidence | Pan-Cancer Landscape of Spatial PTM and Mutation Clusters Reveals Allosteric Regulation of Protein-Protein Interactions.
42467549 | 2026-07-17 | Ribose / Ovarian cancer / Incidence | Targeting p300 Reverses Acidic Microenvironment-Induced PARP Inhibitor Resistance.
42470065 | 2026-07-17 | Iodine / Ovarian cancer / Incidence | Bilateral highly differentiated follicular carcinoma of ovarian origin with extensive abdominal metastasis: A case report.
42470594 | 2026-07-18 | Copper / Breast cancer / Incidence | Phyto-capped CuO Nanoparticles with Enhanced Antimicrobial and Anticancer Efficacy Against MCF-7 Cell Line: A Green Nanotherapeutic Approach.
42470668 | 2026-07-18 | Copper / Breast cancer / Incidence | An Innovative Strategy for the Redox Balance in Breast Cancer with Wool Keratin-Stabilized Copper Nanozyme.
42472815 | 2026-07-20 | N-acetylcysteine / Breast cancer / Incidence | ADSL drives fumarate mediated scrib-rictor complex formation to promote metastasis dissemination in triple-negative breast cancer.
42472828 | 2026-07-19 | Ribose / Breast cancer / Incidence | NSUN2 regulates PARP9 progression through m5C modification to mediate breast cancer progression.
42472836 | 2026-07-20 | Iron / Breast cancer / Incidence | Non-coding RNA-mediated ferroptosis reprogramming in doxorubicin-resistant breast cancer: mechanistic evidence, subtype vulnerabilities, and translational strategies.
42473540 | 2026-07-09 | Copper / Ovarian cancer / Incidence | Cuproptosis-mediated stemness inhibition by a self-assembled herbal nanoplatform overcomes chemoresistance in ovarian cancer.
42473848 | 2026-07-20 | Selenium / Breast cancer / Incidence | Correction: Therapeutic effects of selenium-enriched rapeseed against triple-negative breast cancer: involvement of Resolvin D5 activation and IL-17 signaling inhibition.
42474005 | 2026-07-17 | Iron / Breast cancer / Incidence | Advances in Heterocyclic Derivatives for Aromatase Inhibition in Hormone-Dependent Breast Cancer.
42474085 | 2026-07-20 | Carnitine / Ovarian cancer / Incidence | Mitochondrial SLC25A46 Rewires Fatty Acid Oxidation to Promote Cell Proliferation and Ferroptosis Evasion in Ovarian Cancer by Stabilizing CACT.
42474418 | 2026-07-20 | Copper / Breast cancer / Incidence | Tumor Microenvironment-Responsive Biomimetic Self-Assembled Nanomedicine for Precision Combination Therapy against Triple-Negative Breast Cancer.
42475406 | 2026-06-30 | Ribose / Ovarian cancer / Incidence; Ribose / Uterine cancer / Incidence | Analysis of Drug Clinical Trials in Obstetrics and Gynecology: A Five-Year Retrospective Study from a Public Tertiary Specialty Hospital in China.
42475944 | 2026-07-09 | Resveratrol / Breast cancer / Incidence | Autophagy potential of polyphenols in breast carcinoma: A systematic review.
42477293 | 2026-07-20 | Copper / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | CK2 in triple-negative breast cancer: oncogenic signaling networks and emerging CK2 inhibitor-based combination therapies.
42477377 | 2026-07-20 | Alcohol / Breast cancer / Incidence; Chitosan / Breast cancer / Incidence | Development of a pH-sensitive magnetic hydrogel based on chitosan for synergistic chemo/hyperthermia treatment of MCF-7 breast cancer cells.
42478879 | 2026-07-21 | Copper / Ovarian cancer / Incidence | Design of an activatable unimolecular multicargo prodrug to deliver diethyldithiocarbamate and copper for targeted ovarian cancer therapy.
42480769 | 2026-07-21 | Copper / Breast cancer / Incidence | LINC02207 suppresses breast cancer progression by promoting cuproptosis through NFAT5 regulation.
42481622 | 2026-07-21 | Iron / Breast cancer / Incidence | Magnetic particle imaging tracers for human applications: preclinical in vivo evaluation of Magtrace, Resotran, and FerroTrace.
42482813 | 2026-07-21 | Coenzyme Q10 / Breast cancer / Incidence; Copper / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Optimized CoQ10 delivery <i>via</i> ZnO/CuO nanoparticles: greater <i>in vitro</i> cell cycle arrest and <i>in vivo</i> tumor suppression than unformulated coenzyme Q10.
42483909 | 2026-07-14 | Choline / Uterine cancer / Incidence; Creatine / Uterine cancer / Incidence | Magnetic Resonance Spectrum Imaging of Endometrial Lesions: A Diagnostic Performance Comparative Study with Pathological Findings.
42484984 | 2026-07-22 | Chitosan / Breast cancer / Incidence | Nano drug delivery of a new scfv-based immunotoxin by chitosan nanoparticles upgrades its efficiency against breast cancer.
42489225 | 2026-07-23 | Magnesium / Breast cancer / Incidence | Dietary Protein Intake and Low Muscle Strength in Women with Breast Cancer: An Association Study.
42490812 | 2026-06-25 | Ribose / Breast cancer / Incidence | RAD51 in Breast Cancer: From Vulnerability to Resistance.
42491840 | 2026 | Zinc / Uterine cancer / Incidence | Non-invasive detection of endometrial cancer through exfoliated cervical cell gene methylation signatures: Evaluation of <i>CELF4/GALR1/ZNF486</i> methylation biomarkers.
42491850 | 2026-07-17 | Glutamine / Breast cancer / Incidence; Leucine / Breast cancer / Incidence | Translational resistance to amino acid starvation in breast cancer cells revealed by ribosome profiling.
42492473 | 2026-07-21 | Chitosan / Breast cancer / Incidence | Linking interfacial behavior to thermo-diffusive cisplatin release in biopolymeric nanogels.
42494386 | 2026-07-23 | Antioxidants / Breast cancer / Incidence; Chitosan / Breast cancer / Incidence; Folic acid / Breast cancer / Incidence | Folate-directed morin nano-gold decorated with chitosan: a multifunctional arsenal against triple-negative breast cancer and AMR superbugs.
42494419 | 2026-07-14 | Iron / Breast cancer / Incidence | Intra-arterial delivery of FePt nanoparticles induces ferroptosis and immune infiltration to enhance radiotherapy.
42494613 | 2026 | Ribose / Ovarian cancer / Incidence | Efficacy and safety of PARP inhibitors in older patients with advanced ovarian cancer: a systematic review and network meta-analysis.
42494695 | 2026-06-01 | Cannabidiol / Breast cancer / Incidence | Preclinical antitumor evaluation of a tetrahydrocannabinol and cannabidiol (1:6) cannabis extract in an MCF-7 xenograft model of estrogen receptor-positive breast cancer.
42494699 | 2026-06-01 | Mushrooms / Breast cancer / Incidence | Synergistic apoptotic and epithelial-mesenchymal transition-inhibitory effects of <i>Hericium erinaceus</i> extract in canine mammary cancer cell lines.
42495773 | 2026-07-24 | Pomegranate / Uterine cancer / Incidence | Evaluation of Punicalagin as a multi‑targeted therapeutic agent against endometrial cancer.
42495778 | 2026-07-24 | Ribose / Breast cancer / Incidence | Multidimensional molecular mechanisms of drug resistance in breast cancer: Implications for clinical decision‑making and treatment strategies (Review).
42496762 | 2026-07-24 | Iron / Ovarian cancer / Incidence | Atranorin suppresses the LUCAT1/STAT3 axis to induce ferroptotic cell death in ovarian cancer.
42497321 | 2026-07-24 | Iodine / Breast cancer / Incidence | Assessing the reproductive lifespan of female cancer survivors using AMH: a meta-synthesis of longitudinal studies.
